part_id,eq_id,part_production_date,part_type,part_weight,part_material,part_color,part_dimensions,part_cost,part_quality_grade,part_purity
PART01900,EQUIP003,2024-03-08,Type C,23.89,Copper,Red,20x20x20,89.48,C,p-0.859
PART01901,EQUIP003,2024-02-11,Type C,65.02,Steel,Red,10x10x10,151.33,A,p-0.934
PART01902,EQUIP003,2024-05-30,Type C,58.24,Plastic,Red,20x20x20,295.11,A,p-0.9
PART01903,EQUIP003,2024-04-17,Type C,49.72,Plastic,Black,15x15x15,207.96,C,p-0.843
PART01904,EQUIP003,2024-04-18,Type C,21.57,Steel,Green,20x20x20,90.5,B,p-0.801
PART01905,EQUIP003,2024-02-01,Type C,7.54,Plastic,Black,20x20x20,143.83,C,p-0.916
PART01906,EQUIP003,2024-03-13,Type C,24.68,Copper,Blue,10x10x10,298.76,B,p-0.886
PART01907,EQUIP003,2024-04-22,Type C,52.28,Aluminum,Black,25x25x25,24.12,C,p-0.912
PART01908,EQUIP003,2024-05-27,Type C,25.86,Plastic,Blue,15x15x15,40.26,C,p-0.893
PART01909,EQUIP003,2024-02-01,Type C,67.59,Steel,Black,15x15x15,55.47,B,p-0.857
PART01910,EQUIP003,2024-03-04,Type C,79.85,Plastic,Black,15x15x15,244.3,A,p-0.919
PART01911,EQUIP003,2024-02-18,Type C,83.65,Plastic,Black,10x10x10,185.19,D,p-0.92
PART01912,EQUIP003,2024-02-04,Type C,84.65,Steel,Red,15x15x15,19.31,B,p-0.958
PART01913,EQUIP003,2024-03-21,Type C,75.09,Steel,Black,20x20x20,166.47,C,p-0.951
PART01914,EQUIP003,2024-04-09,Type C,67.33,Plastic,Blue,25x25x25,355.37,A,p-0.827
PART01915,EQUIP003,2024-05-16,Type C,1.02,Aluminum,Black,10x10x10,473.09,D,p-0.95
PART01916,EQUIP003,2024-04-16,Type C,82.84,Steel,Black,15x15x15,113.75,C,p-0.819
PART01917,EQUIP003,2024-04-20,Type C,27.66,Copper,Blue,15x15x15,200.51,D,p-0.834
PART01918,EQUIP003,2024-03-16,Type C,99.31,Steel,Black,15x15x15,417.64,C,p-0.938
PART01919,EQUIP003,2024-02-03,Type C,50.08,Aluminum,Green,10x10x10,154.4,C,p-0.922
PART01920,EQUIP003,2024-03-12,Type C,12.38,Steel,Red,20x20x20,348.65,C,p-0.815
PART01921,EQUIP003,2024-04-29,Type C,81.37,Plastic,Black,20x20x20,69.46,D,p-0.851
PART01922,EQUIP003,2024-05-16,Type C,20.15,Steel,Black,15x15x15,213.95,A,p-0.855
PART01923,EQUIP003,2024-04-27,Type C,82.87,Plastic,Green,15x15x15,27.37,D,p-0.876
PART01924,EQUIP003,2024-03-29,Type C,28.53,Plastic,Red,25x25x25,214.9,A,p-0.934
PART01925,EQUIP003,2024-03-08,Type C,82.28,Steel,Green,25x25x25,97.25,C,p-0.91
PART01926,EQUIP003,2024-02-23,Type C,81.99,Plastic,Blue,25x25x25,495.84,D,p-0.884
PART01927,EQUIP003,2024-01-08,Type C,95.26,Steel,Blue,10x10x10,281.39,A,p-0.871
PART01928,EQUIP003,2024-05-26,Type C,8.25,Copper,Red,25x25x25,145.49,B,p-0.816
PART01929,EQUIP003,2024-02-11,Type C,18.38,Steel,Blue,20x20x20,211.08,D,p-0.971
PART01930,EQUIP003,2024-03-27,Type C,90.85,Copper,Green,20x20x20,386.26,C,p-0.838
PART01931,EQUIP003,2024-04-13,Type C,45.66,Aluminum,Red,15x15x15,178.57,C,p-0.866
PART01932,EQUIP003,2024-03-14,Type C,74.16,Plastic,Black,15x15x15,126.88,D,p-0.806
PART01933,EQUIP003,2024-04-16,Type C,10.52,Steel,Blue,25x25x25,446.76,C,p-0.972
PART01934,EQUIP003,2024-05-25,Type C,82.44,Aluminum,Blue,10x10x10,14.75,C,p-0.884
PART01935,EQUIP003,2024-02-12,Type C,51.6,Aluminum,Blue,25x25x25,297.35,A,p-0.807
PART01936,EQUIP003,2024-04-21,Type C,35.15,Steel,Blue,15x15x15,215.12,B,p-0.867
PART01937,EQUIP003,2024-05-27,Type C,71.55,Aluminum,Green,10x10x10,330.45,D,p-0.872
PART01938,EQUIP003,2024-05-09,Type C,19.39,Aluminum,Black,20x20x20,398.87,B,p-0.901
PART01939,EQUIP003,2024-02-14,Type C,52.91,Plastic,Red,10x10x10,386.72,A,p-0.973
PART01940,EQUIP003,2024-04-14,Type C,42.09,Steel,Red,25x25x25,408.24,C,p-0.955
PART01941,EQUIP003,2024-01-31,Type C,13.77,Steel,Red,15x15x15,244.71,C,p-0.824
PART01942,EQUIP003,2024-04-07,Type C,22.29,Plastic,Red,20x20x20,394.58,C,p-0.974
PART01943,EQUIP003,2024-03-26,Type C,66.56,Aluminum,Green,20x20x20,429.81,D,p-0.892
PART01944,EQUIP003,2024-05-18,Type C,43.35,Plastic,Red,15x15x15,455.12,A,p-0.965
PART01945,EQUIP003,2024-01-25,Type C,12.89,Plastic,Blue,15x15x15,228.83,B,p-0.975
PART01946,EQUIP003,2024-05-05,Type C,16.78,Aluminum,Black,25x25x25,110.75,A,p-0.915
PART01947,EQUIP003,2024-05-07,Type C,20.73,Plastic,Black,10x10x10,310.2,A,p-0.922
PART01948,EQUIP003,2024-04-09,Type C,30.83,Plastic,Green,10x10x10,167.11,B,p-0.928
PART01949,EQUIP003,2024-06-03,Type C,8.48,Plastic,Red,25x25x25,287.08,D,p-0.805
PART01950,EQUIP003,2024-05-01,Type C,49.85,Aluminum,Red,10x10x10,477.16,C,p-0.956
PART01951,EQUIP003,2024-04-07,Type C,74.3,Copper,Blue,20x20x20,191.45,C,p-0.909
PART01952,EQUIP003,2024-02-04,Type C,31.94,Steel,Green,25x25x25,448.42,A,p-0.94
PART01953,EQUIP003,2024-02-08,Type C,36.47,Copper,Blue,10x10x10,145.12,C,p-0.807
PART01954,EQUIP003,2024-01-25,Type C,93.71,Plastic,Green,15x15x15,148.26,D,p-0.891
PART01955,EQUIP003,2024-05-12,Type C,32.84,Plastic,Blue,10x10x10,227.95,D,p-0.858
PART01956,EQUIP003,2024-03-27,Type C,80.94,Copper,Red,10x10x10,170.17,D,p-0.906
PART01957,EQUIP003,2024-04-22,Type C,51.42,Steel,Green,10x10x10,342.38,C,p-0.902
PART01958,EQUIP003,2024-03-02,Type C,41.71,Plastic,Blue,10x10x10,43.75,B,p-0.939
PART01959,EQUIP003,2024-03-27,Type C,82.4,Copper,Green,25x25x25,26.67,B,p-0.86
PART01960,EQUIP003,2024-01-03,Type C,49.88,Steel,Red,20x20x20,334.94,D,p-0.872
PART01961,EQUIP003,2024-01-07,Type C,92.47,Plastic,Black,25x25x25,455.83,A,p-0.946
PART01962,EQUIP003,2024-01-10,Type C,26.29,Steel,Black,10x10x10,360.13,D,p-0.971
PART01963,EQUIP003,2024-02-13,Type C,87.35,Aluminum,Green,20x20x20,100.8,C,p-0.911
PART01964,EQUIP003,2024-05-17,Type C,54.01,Plastic,Green,10x10x10,75.29,B,p-0.958
PART01965,EQUIP003,2024-01-31,Type C,64.31,Aluminum,Red,10x10x10,403.23,C,p-0.967
PART01966,EQUIP003,2024-05-29,Type C,57.13,Steel,Green,10x10x10,388.76,B,p-0.891
PART01967,EQUIP003,2024-03-09,Type C,87.5,Plastic,Red,10x10x10,310.71,B,p-0.816
PART01968,EQUIP003,2024-01-07,Type C,4.33,Steel,Red,20x20x20,380.57,C,p-0.974
PART01969,EQUIP003,2024-04-29,Type C,68.08,Steel,Black,15x15x15,134.07,D,p-0.866
PART01970,EQUIP003,2024-05-13,Type C,72.03,Steel,Black,25x25x25,75.2,C,p-0.838
PART01971,EQUIP003,2024-02-01,Type C,80.65,Aluminum,Black,15x15x15,215.69,A,p-0.808
PART01972,EQUIP003,2024-04-18,Type C,97.82,Steel,Red,20x20x20,294.24,A,p-0.841
PART01973,EQUIP003,2024-05-23,Type C,71.09,Steel,Blue,20x20x20,121.16,A,p-0.891
PART01974,EQUIP003,2024-02-28,Type C,54.38,Copper,Green,25x25x25,454.93,B,p-0.945
PART01975,EQUIP003,2024-04-06,Type C,19.49,Copper,Green,25x25x25,439.13,C,p-0.94
PART01976,EQUIP003,2024-02-04,Type C,16.49,Aluminum,Blue,20x20x20,28.57,A,p-0.807
PART01977,EQUIP003,2024-03-17,Type C,31.02,Copper,Black,15x15x15,113.58,D,p-0.86
PART01978,EQUIP003,2024-05-12,Type C,61.5,Copper,Red,10x10x10,381.54,A,p-0.912
PART01979,EQUIP003,2024-05-19,Type C,90.07,Copper,Green,25x25x25,466.77,B,p-0.949
PART01980,EQUIP003,2024-05-22,Type C,89.6,Aluminum,Red,25x25x25,227.45,D,p-0.975
PART01981,EQUIP003,2024-01-28,Type C,34.0,Copper,Red,20x20x20,366.17,A,p-0.948
PART01982,EQUIP003,2024-04-12,Type C,64.19,Copper,Green,25x25x25,301.52,D,p-0.828
PART01983,EQUIP003,2024-03-27,Type C,82.73,Aluminum,Blue,20x20x20,415.86,B,p-0.957
PART01984,EQUIP003,2024-06-06,Type C,78.04,Aluminum,Red,25x25x25,62.58,B,p-0.901
PART01985,EQUIP003,2024-01-04,Type C,60.53,Aluminum,Red,25x25x25,479.36,B,p-0.918
PART01986,EQUIP003,2024-04-05,Type C,1.3,Copper,Red,20x20x20,290.24,C,p-0.94
PART01987,EQUIP003,2024-04-13,Type C,32.36,Copper,Green,15x15x15,50.27,C,p-0.873
PART01988,EQUIP003,2024-04-20,Type C,77.95,Plastic,Black,15x15x15,432.55,D,p-0.852
PART01989,EQUIP003,2024-04-07,Type C,24.77,Copper,Green,20x20x20,364.22,D,p-0.971
PART01990,EQUIP003,2024-02-27,Type C,91.53,Copper,Green,10x10x10,480.63,B,p-0.837
PART01991,EQUIP003,2024-03-02,Type C,32.63,Aluminum,Black,15x15x15,15.39,A,p-0.94
PART01992,EQUIP003,2024-04-27,Type C,52.75,Plastic,Black,25x25x25,158.84,A,p-0.916
PART01993,EQUIP003,2024-01-29,Type C,67.86,Plastic,Green,10x10x10,180.04,B,p-0.9
PART01994,EQUIP003,2024-03-19,Type C,1.87,Steel,Green,25x25x25,140.71,B,p-0.893
PART01995,EQUIP003,2024-04-17,Type C,12.98,Aluminum,Green,10x10x10,311.11,B,p-0.859
PART01996,EQUIP003,2024-04-05,Type C,93.98,Plastic,Green,15x15x15,297.67,A,p-0.82
PART01997,EQUIP003,2024-05-26,Type C,15.38,Copper,Black,25x25x25,70.21,D,p-0.915
PART01998,EQUIP003,2024-02-06,Type C,82.74,Copper,Black,25x25x25,345.88,D,p-0.828
PART01999,EQUIP003,2024-03-26,Type C,44.61,Copper,Red,25x25x25,281.96,C,p-0.902
PART02000,EQUIP003,2024-06-19,Type C,59.17,Steel,Green,15x15x15,91.12,A,p-0.963
PART02001,EQUIP003,2024-06-16,Type C,80.77,Steel,Black,15x15x15,201.09,A,p-0.857
PART02002,EQUIP003,2024-02-02,Type C,33.32,Steel,Green,25x25x25,457.53,C,p-0.906
PART02003,EQUIP003,2024-02-22,Type C,79.07,Steel,Red,10x10x10,326.65,A,p-0.955
PART02004,EQUIP003,2024-01-08,Type C,40.04,Aluminum,Red,15x15x15,205.78,D,p-0.966
PART02005,EQUIP003,2024-06-10,Type C,19.21,Steel,Black,10x10x10,460.97,C,p-0.965
PART02006,EQUIP003,2024-06-10,Type C,83.12,Steel,Black,15x15x15,109.26,B,p-0.875
PART02007,EQUIP003,2024-01-21,Type C,41.13,Plastic,Green,10x10x10,242.24,D,p-0.843
PART02008,EQUIP003,2024-06-05,Type C,27.36,Plastic,Red,15x15x15,289.74,A,p-0.903
PART02009,EQUIP003,2024-01-10,Type C,98.14,Plastic,Green,25x25x25,68.66,B,p-0.936
PART02010,EQUIP003,2024-05-16,Type C,84.59,Steel,Green,25x25x25,200.56,B,p-0.903
PART02011,EQUIP003,2024-02-25,Type C,63.58,Copper,Red,10x10x10,224.99,C,p-0.933
PART02012,EQUIP003,2024-05-31,Type C,42.84,Steel,Green,25x25x25,65.68,A,p-0.97
PART02013,EQUIP003,2024-06-05,Type C,81.21,Steel,Green,25x25x25,484.13,C,p-0.817
PART02014,EQUIP003,2024-05-10,Type C,68.6,Steel,Green,25x25x25,174.43,A,p-0.942
PART02015,EQUIP003,2024-01-03,Type C,31.17,Steel,Red,20x20x20,222.79,D,p-0.832
PART02016,EQUIP003,2024-05-15,Type C,17.51,Copper,Green,25x25x25,346.9,B,p-0.961
PART02017,EQUIP003,2024-01-05,Type C,91.07,Copper,Green,20x20x20,459.85,D,p-0.816
PART02018,EQUIP003,2024-01-04,Type C,28.52,Steel,Red,25x25x25,76.07,D,p-0.841
PART02019,EQUIP003,2024-01-07,Type C,32.87,Plastic,Green,10x10x10,277.49,A,p-0.957
PART02020,EQUIP003,2024-01-18,Type C,85.71,Copper,Blue,15x15x15,325.78,C,p-0.911
PART02021,EQUIP003,2024-03-13,Type C,56.92,Copper,Red,10x10x10,133.98,D,p-0.971
PART02022,EQUIP003,2024-04-12,Type C,83.36,Steel,Green,10x10x10,321.7,A,p-0.861
PART02023,EQUIP003,2024-02-21,Type C,35.43,Aluminum,Red,15x15x15,364.9,A,p-0.965
PART02024,EQUIP003,2024-06-03,Type C,82.39,Steel,Red,25x25x25,347.67,B,p-0.918
PART02025,EQUIP003,2024-02-01,Type C,59.74,Aluminum,Black,20x20x20,71.06,D,p-0.89
PART02026,EQUIP003,2024-02-11,Type C,77.07,Aluminum,Green,15x15x15,206.71,C,p-0.913
PART02027,EQUIP003,2024-01-17,Type C,41.56,Steel,Red,25x25x25,75.1,D,p-0.813
PART02028,EQUIP003,2024-04-11,Type C,15.25,Aluminum,Green,15x15x15,63.87,C,p-0.881
PART02029,EQUIP003,2024-03-10,Type C,65.83,Steel,Red,10x10x10,452.2,D,p-0.883
PART02030,EQUIP003,2024-04-05,Type C,96.76,Aluminum,Blue,15x15x15,203.72,A,p-0.972
PART02031,EQUIP003,2024-05-01,Type C,77.8,Plastic,Blue,15x15x15,140.16,A,p-0.881
PART02032,EQUIP003,2024-05-10,Type C,14.66,Aluminum,Black,10x10x10,340.73,B,p-0.945
PART02033,EQUIP003,2024-02-15,Type C,34.42,Steel,Black,15x15x15,234.51,A,p-0.808
PART02034,EQUIP003,2024-04-23,Type C,12.35,Aluminum,Blue,25x25x25,113.82,A,p-0.976
PART02035,EQUIP003,2024-03-13,Type C,15.67,Copper,Blue,20x20x20,451.61,A,p-0.862
PART02036,EQUIP003,2024-05-20,Type C,32.02,Steel,Black,15x15x15,479.76,A,p-0.913
PART02037,EQUIP003,2024-05-18,Type C,5.24,Plastic,Green,20x20x20,245.83,B,p-0.843
PART02038,EQUIP003,2024-05-16,Type C,23.35,Aluminum,Green,25x25x25,239.33,C,p-0.876
PART02039,EQUIP003,2024-02-01,Type C,21.14,Aluminum,Blue,25x25x25,124.55,C,p-0.957
PART02040,EQUIP003,2024-05-18,Type C,55.97,Steel,Red,20x20x20,186.98,B,p-0.953
PART02041,EQUIP003,2024-06-12,Type C,33.39,Aluminum,Red,25x25x25,304.68,C,p-0.846
PART02042,EQUIP003,2024-05-21,Type C,29.51,Copper,Red,15x15x15,384.15,C,p-0.814
PART02043,EQUIP003,2024-01-05,Type C,57.94,Copper,Green,10x10x10,465.83,B,p-0.859
PART02044,EQUIP003,2024-06-10,Type C,56.97,Plastic,Black,20x20x20,279.1,C,p-0.928
PART02045,EQUIP003,2024-06-01,Type C,35.47,Aluminum,Red,20x20x20,55.96,A,p-0.924
PART02046,EQUIP003,2024-01-10,Type C,49.45,Aluminum,Blue,10x10x10,360.91,C,p-0.977
PART02047,EQUIP003,2024-05-31,Type C,99.75,Aluminum,Black,25x25x25,348.48,B,p-0.889
PART02048,EQUIP003,2024-05-18,Type C,36.17,Copper,Green,20x20x20,183.42,D,p-0.967
PART02049,EQUIP003,2024-03-30,Type C,8.45,Plastic,Green,10x10x10,403.6,B,p-0.909
PART02050,EQUIP003,2024-04-24,Type C,10.47,Aluminum,Black,10x10x10,103.49,B,p-0.961
PART02051,EQUIP003,2024-04-05,Type C,62.12,Aluminum,Black,20x20x20,82.42,C,p-0.844
PART02052,EQUIP003,2024-01-11,Type C,80.14,Plastic,Green,20x20x20,245.78,C,p-0.863
PART02053,EQUIP003,2024-03-22,Type C,38.31,Steel,Black,10x10x10,66.75,C,p-0.969
PART02054,EQUIP003,2024-01-19,Type C,80.38,Steel,Black,20x20x20,56.1,A,p-0.973
PART02055,EQUIP003,2024-05-02,Type C,89.86,Copper,Black,10x10x10,191.49,C,p-0.9
PART02056,EQUIP003,2024-02-20,Type C,60.17,Plastic,Black,15x15x15,464.54,D,p-0.843
PART02057,EQUIP003,2024-05-11,Type C,76.84,Aluminum,Green,20x20x20,348.17,B,p-0.895
PART02058,EQUIP003,2024-01-15,Type C,96.36,Steel,Red,20x20x20,289.7,C,p-0.818
PART02059,EQUIP003,2024-05-02,Type C,67.76,Aluminum,Green,10x10x10,12.05,B,p-0.97
PART02060,EQUIP003,2024-03-19,Type C,65.89,Plastic,Black,15x15x15,440.41,B,p-0.844
PART02061,EQUIP003,2024-04-26,Type C,99.38,Copper,Red,10x10x10,200.58,C,p-0.913
PART02062,EQUIP003,2024-03-09,Type C,65.89,Copper,Red,25x25x25,198.18,C,p-0.884
PART02063,EQUIP003,2024-05-28,Type C,69.16,Steel,Blue,25x25x25,177.38,A,p-0.818
PART02064,EQUIP003,2024-04-24,Type C,6.58,Steel,Red,15x15x15,207.63,C,p-0.887
PART02065,EQUIP003,2024-05-01,Type C,69.27,Copper,Blue,20x20x20,378.39,D,p-0.953
PART02066,EQUIP003,2024-06-16,Type C,35.44,Aluminum,Green,15x15x15,34.08,A,p-0.913
PART02067,EQUIP003,2024-01-09,Type C,56.49,Aluminum,Red,15x15x15,150.36,A,p-0.819
PART02068,EQUIP003,2024-05-22,Type C,26.61,Copper,Green,25x25x25,415.59,C,p-0.978
PART02069,EQUIP003,2024-02-19,Type C,78.33,Aluminum,Red,10x10x10,249.98,D,p-0.912
PART02070,EQUIP003,2024-01-25,Type C,4.25,Plastic,Black,15x15x15,36.4,A,p-0.918
PART02071,EQUIP003,2024-03-21,Type C,88.55,Plastic,Blue,15x15x15,337.4,D,p-0.867
PART02072,EQUIP003,2024-04-19,Type C,15.82,Copper,Green,10x10x10,405.8,C,p-0.975
PART02073,EQUIP003,2024-02-02,Type C,33.03,Plastic,Red,20x20x20,312.33,B,p-0.919
PART02074,EQUIP003,2024-05-25,Type C,2.83,Aluminum,Red,25x25x25,474.62,A,p-0.854
PART02075,EQUIP003,2024-03-15,Type C,60.63,Copper,Black,10x10x10,216.46,B,p-0.934
PART02076,EQUIP003,2024-01-02,Type C,15.47,Copper,Blue,10x10x10,381.11,B,p-0.806
PART02077,EQUIP003,2024-03-16,Type C,2.04,Steel,Blue,25x25x25,386.96,C,p-0.908
PART02078,EQUIP003,2024-01-16,Type C,87.95,Steel,Blue,20x20x20,266.0,B,p-0.881
PART02079,EQUIP003,2024-06-15,Type C,82.87,Plastic,Blue,25x25x25,150.53,C,p-0.921
PART02080,EQUIP003,2024-01-31,Type C,50.26,Aluminum,Red,10x10x10,91.42,B,p-0.801
PART02081,EQUIP003,2024-03-20,Type C,50.33,Aluminum,Blue,25x25x25,196.25,C,p-0.899
PART02082,EQUIP003,2024-01-09,Type C,88.08,Copper,Green,10x10x10,267.89,D,p-0.891
PART02083,EQUIP003,2024-05-03,Type C,72.0,Copper,Blue,10x10x10,48.84,C,p-0.976
PART02084,EQUIP003,2024-01-22,Type C,20.85,Plastic,Blue,15x15x15,114.33,B,p-0.84
PART02085,EQUIP003,2024-01-25,Type C,88.95,Copper,Red,15x15x15,207.74,C,p-0.969
PART02086,EQUIP003,2024-04-20,Type C,7.18,Steel,Red,20x20x20,237.6,A,p-0.938
PART02087,EQUIP003,2024-05-15,Type C,30.95,Plastic,Blue,25x25x25,386.13,C,p-0.808
PART02088,EQUIP003,2024-03-27,Type C,63.32,Aluminum,Black,25x25x25,392.37,C,p-0.949
PART02089,EQUIP003,2024-03-24,Type C,64.43,Plastic,Blue,20x20x20,225.98,A,p-0.948
PART02090,EQUIP003,2024-04-16,Type C,24.98,Copper,Black,10x10x10,196.45,D,p-0.959
PART02091,EQUIP003,2024-01-27,Type C,7.83,Aluminum,Blue,15x15x15,10.5,C,p-0.964
PART02092,EQUIP003,2024-05-17,Type C,36.33,Copper,Red,25x25x25,160.12,D,p-0.894
PART02093,EQUIP003,2024-02-14,Type C,61.28,Aluminum,Green,20x20x20,464.98,D,p-0.824
PART02094,EQUIP003,2024-02-26,Type C,80.01,Plastic,Red,10x10x10,220.27,B,p-0.943
PART02095,EQUIP003,2024-05-19,Type C,7.55,Copper,Red,20x20x20,404.44,D,p-0.882
PART02096,EQUIP003,2024-01-11,Type C,79.57,Steel,Blue,20x20x20,53.8,D,p-0.823
PART02097,EQUIP003,2024-05-16,Type C,69.09,Plastic,Blue,20x20x20,249.17,D,p-0.941
PART02098,EQUIP003,2024-03-27,Type C,46.53,Copper,Red,25x25x25,240.07,A,p-0.876
PART02099,EQUIP003,2024-04-26,Type C,24.34,Copper,Red,15x15x15,290.98,C,p-0.882
PART02100,EQUIP003,2024-03-24,Type C,14.87,Steel,Red,20x20x20,78.15,A,p-0.863
PART02101,EQUIP003,2024-01-28,Type C,40.77,Aluminum,Red,10x10x10,345.77,C,p-0.824
PART02102,EQUIP003,2024-04-12,Type C,73.88,Steel,Green,20x20x20,21.27,C,p-0.925
PART02103,EQUIP003,2024-01-23,Type C,38.12,Aluminum,Red,25x25x25,494.54,B,p-0.903
PART02104,EQUIP003,2024-05-16,Type C,12.84,Plastic,Black,15x15x15,141.52,D,p-0.868
PART02105,EQUIP003,2024-02-04,Type C,52.34,Copper,Black,20x20x20,121.91,A,p-0.841
PART02106,EQUIP003,2024-01-19,Type C,76.24,Steel,Blue,25x25x25,168.23,B,p-0.854
PART02107,EQUIP003,2024-06-20,Type C,95.72,Aluminum,Red,15x15x15,268.85,C,p-0.809
PART02108,EQUIP003,2024-01-14,Type C,75.03,Steel,Green,15x15x15,327.58,C,p-0.844
PART02109,EQUIP003,2024-06-12,Type C,22.47,Aluminum,Green,25x25x25,56.72,A,p-0.827
PART02110,EQUIP003,2024-02-12,Type C,73.6,Steel,Blue,15x15x15,284.77,B,p-0.833
PART02111,EQUIP003,2024-05-16,Type C,86.04,Steel,Red,25x25x25,183.12,A,p-0.871
PART02112,EQUIP003,2024-02-02,Type C,82.72,Plastic,Blue,10x10x10,267.68,B,p-0.844
PART02113,EQUIP003,2024-04-27,Type C,48.28,Aluminum,Red,15x15x15,296.62,A,p-0.805
PART02114,EQUIP003,2024-03-26,Type C,75.13,Plastic,Green,15x15x15,410.96,A,p-0.976
PART02115,EQUIP003,2024-06-18,Type C,89.52,Plastic,Green,25x25x25,197.72,C,p-0.897
PART02116,EQUIP003,2024-05-11,Type C,98.35,Plastic,Red,20x20x20,436.75,B,p-0.839
PART02117,EQUIP003,2024-03-31,Type C,18.22,Plastic,Black,10x10x10,449.04,B,p-0.922
PART02118,EQUIP003,2024-01-20,Type C,21.62,Steel,Black,10x10x10,100.03,D,p-0.813
PART02119,EQUIP003,2024-01-14,Type C,39.15,Steel,Green,15x15x15,58.98,A,p-0.973
PART02120,EQUIP003,2024-01-07,Type C,69.6,Steel,Black,25x25x25,137.7,D,p-0.872
PART02121,EQUIP003,2024-02-10,Type C,36.94,Plastic,Blue,10x10x10,150.8,A,p-0.846
PART02122,EQUIP003,2024-04-05,Type C,37.47,Copper,Blue,25x25x25,228.07,C,p-0.943
PART02123,EQUIP003,2024-06-07,Type C,18.43,Copper,Blue,10x10x10,293.9,A,p-0.878
PART02124,EQUIP003,2024-05-15,Type C,72.39,Plastic,Green,25x25x25,238.48,A,p-0.8
PART02125,EQUIP003,2024-05-18,Type C,63.75,Copper,Black,15x15x15,103.82,C,p-0.866
PART02126,EQUIP003,2024-01-21,Type C,15.36,Aluminum,Green,20x20x20,414.68,B,p-0.952
PART02127,EQUIP003,2024-01-15,Type C,95.46,Copper,Black,15x15x15,443.54,D,p-0.828
PART02128,EQUIP004,2024-02-07,Type D,39.11,Copper,Blue,20x20x20,100.1,D,p-0.912
PART02129,EQUIP004,2023-09-02,Type D,9.23,Steel,Red,20x20x20,183.64,A,p-0.924
PART02130,EQUIP004,2023-08-16,Type D,28.15,Plastic,Green,10x10x10,289.77,D,p-0.933
PART02131,EQUIP004,2024-04-16,Type D,89.15,Plastic,Black,25x25x25,110.53,B,p-0.915
PART02132,EQUIP004,2023-10-10,Type D,77.77,Copper,Black,15x15x15,152.01,A,p-0.911
PART02133,EQUIP004,2024-03-28,Type D,80.93,Aluminum,Green,15x15x15,441.7,D,p-0.933
PART02134,EQUIP004,2023-10-18,Type D,6.97,Aluminum,Black,10x10x10,290.85,A,p-0.914
PART02135,EQUIP004,2024-06-10,Type D,43.19,Plastic,Red,10x10x10,261.18,A,p-0.916
PART02136,EQUIP004,2024-03-29,Type D,34.8,Plastic,Black,20x20x20,466.92,C,p-0.947
PART02137,EQUIP004,2024-01-23,Type D,81.45,Plastic,Green,10x10x10,11.9,C,p-0.929
PART02138,EQUIP004,2024-01-13,Type D,60.84,Steel,Blue,10x10x10,164.28,C,p-0.945
PART02139,EQUIP004,2023-09-02,Type D,71.53,Steel,Green,25x25x25,446.75,D,p-0.939
PART02140,EQUIP004,2024-04-03,Type D,20.74,Aluminum,Red,15x15x15,177.74,D,p-0.928
PART02141,EQUIP004,2023-12-26,Type D,69.91,Plastic,Green,15x15x15,79.42,B,p-0.929
PART02142,EQUIP004,2023-09-08,Type D,98.33,Plastic,Green,20x20x20,126.52,D,p-0.94
PART02143,EQUIP004,2024-01-06,Type D,93.9,Steel,Blue,20x20x20,295.27,B,p-0.928
PART02144,EQUIP004,2024-02-15,Type D,94.68,Copper,Red,10x10x10,352.87,C,p-0.911
PART02145,EQUIP004,2023-12-23,Type D,49.87,Plastic,Blue,15x15x15,380.07,A,p-0.92
PART02146,EQUIP004,2023-10-22,Type D,19.86,Copper,Black,20x20x20,378.97,B,p-0.912
PART02147,EQUIP004,2023-12-08,Type D,24.87,Aluminum,Red,20x20x20,476.39,C,p-0.922
PART02148,EQUIP004,2023-10-14,Type D,60.44,Aluminum,Blue,25x25x25,306.66,C,p-0.924
PART02149,EQUIP004,2024-05-14,Type D,18.9,Aluminum,Red,25x25x25,482.95,A,p-0.927
PART02150,EQUIP004,2024-05-06,Type D,41.28,Plastic,Red,20x20x20,447.56,A,p-0.91
PART02151,EQUIP004,2024-03-21,Type D,22.27,Copper,Red,20x20x20,291.78,A,p-0.931
PART02152,EQUIP004,2023-07-15,Type D,7.73,Plastic,Red,15x15x15,152.35,D,p-0.935
PART02153,EQUIP004,2024-03-26,Type D,8.62,Copper,Green,10x10x10,231.72,D,p-0.923
PART02154,EQUIP004,2023-12-08,Type D,6.24,Steel,Red,10x10x10,496.97,C,p-0.928
PART02155,EQUIP004,2024-06-20,Type D,13.92,Aluminum,Red,15x15x15,190.15,B,p-0.948
PART02156,EQUIP004,2024-04-26,Type D,58.13,Copper,Black,20x20x20,260.18,C,p-0.943
PART02157,EQUIP004,2023-10-27,Type D,35.88,Copper,Black,10x10x10,254.58,A,p-0.944
PART02158,EQUIP004,2023-10-17,Type D,15.76,Copper,Black,15x15x15,12.18,B,p-0.914
PART02159,EQUIP004,2024-02-21,Type D,46.77,Plastic,Green,10x10x10,40.91,A,p-0.914
PART02160,EQUIP004,2024-06-28,Type D,72.21,Copper,Red,25x25x25,426.96,C,p-0.924
PART02161,EQUIP004,2024-06-02,Type D,9.01,Copper,Red,15x15x15,230.15,A,p-0.926
PART02162,EQUIP004,2024-01-16,Type D,34.2,Plastic,Green,10x10x10,144.46,D,p-0.924
